"Year","Period.Desc.","Trade.Flow","Reporter","Commodity.Code","Netweight..kg.","Trade.Value..US..","Countries"
2014,"February 2014","Imports","Greece",303,14702,47144,"Other countries"
2014,"March 2014","Exports","Greece",303,18655,133301,"Other countries"
2014,"November 2014","Exports","Singapore",303,150280,588929,"Other countries"
2014,"April 2014","Exports","Singapore",303,25010,116051,"Other countries"
2014,"January 2014","Exports","Latvia",303,158790,91937,"Other countries"
2014,"October 2014","Exports","Singapore",303,100030,349944,"Other countries"
2014,"October 2014","Imports","Slovakia",303,249,2552,"Other countries"
2014,"April 2014","Exports","Sweden",303,34000,33182,"Other countries"
2014,"July 2014","Imports","Norway",303,242535,662272,"Other countries"
2014,"October 2014","Exports","Indonesia",303,118054,404253,"Other countries"
2014,"February 2014","Imports","Norway",303,1610053,3510721,"Other countries"
2014,"March 2014","Exports","Norway",303,10784075,11402202,"Other countries"
2014,"April 2014","Exports","Ireland",303,9e+05,1977001,"Other countries"
2014,"February 2014","Exports","Norway",303,7176655,8168316,"Other countries"
2014,"August 2014","Imports","Norway",303,299269,905187,"Other countries"
2014,"May 2014","Imports","Norway",303,418069,823483,"Other countries"
2014,"January 2014","Imports","Norway",303,600048,1122356,"Other countries"
2014,"June 2014","Exports","Norway",303,6827464,11100361,"Other countries"
2014,"January 2014","Exports","Norway",303,12200940,14713647,"Other countries"
2014,"January 2014","Exports","Ireland",303,50000,123851,"Other countries"
2014,"February 2014","Exports","Ireland",303,6915000,15819200,"Other countries"
2014,"July 2014","Exports","Norway",303,4966311,7976817,"Other countries"
2014,"June 2014","Imports","Norway",303,525520,1358427,"Other countries"
2014,"September 2014","Imports","Norway",303,340870,1082866,"Other countries"
2014,"November 2014","Imports","Norway",303,121230,401045,"Other countries"
2014,"April 2014","Imports","Norway",303,1229510,2936375,"Other countries"
2014,"October 2014","Imports","Portugal",303,2106048,6638993,"Other countries"
2014,"September 2014","Exports","Thailand",303,16820,91669,"Other countries"
2014,"January 2014","Imports","Kyrgyzstan",303,323457,559210,"Other countries"
2014,"July 2014","Imports","Denmark",303,105250,349321,"Other countries"
2014,"November 2014","Exports","India",303,25600,23919,"Other countries"
2014,"March 2014","Exports","India",303,3000,10312,"Other countries"
2014,"March 2014","Imports","Kyrgyzstan",303,1216902,2028445,"Other countries"
2014,"April 2014","Exports","Denmark",303,56385,978343,"Other countries"
2014,"May 2014","Imports","Denmark",303,60380,202364,"Other countries"
2014,"September 2014","Exports","Denmark",303,22345,82315,"Other countries"
2014,"January 2014","Imports","Armenia",303,316,1583,"Other countries"
2014,"May 2014","Imports","Armenia",303,8,40,"Other countries"
2014,"April 2014","Imports","Denmark",303,235523,823432,"Other countries"
2014,"November 2014","Imports","Denmark",303,284584,960274,"Other countries"
2014,"June 2014","Imports","Kyrgyzstan",303,2251169,3649779,"Other countries"
2014,"October 2014","Imports","Australia",303,1136,4612,"Other countries"
2014,"February 2014","Imports","Armenia",303,9,54,"Other countries"
2014,"February 2014","Exports","Denmark",303,98145,1027649,"Other countries"
2014,"June 2014","Exports","Turkey",303,126410,679023,"Other countries"
2014,"July 2014","Exports","Turkey",303,252796,1236898,"Other countries"
2014,"March 2014","Exports","Ireland",303,1439700,5051817,"Other countries"
2014,"August 2014","Exports","Norway",303,1679044,2662264,"Other countries"
2014,"April 2014","Exports","Norway",303,7818790,10639858,"Other countries"
2014,"March 2014","Imports","Norway",303,1228011,2659887,"Other countries"
2014,"October 2014","Imports","Norway",303,207416,661973,"Other countries"
2014,"January 2014","Exports","Sweden",303,20000,23418,"Other countries"
2014,"December 2014","Imports","Norway",303,179620,533772,"Other countries"
2014,"May 2014","Exports","Norway",303,4720039,6955744,"Other countries"
2014,"May 2014","Exports","Ireland",303,1142640,2728164,"Other countries"
2014,"February 2014","Exports","Sweden",303,39000,36794,"Other countries"
2014,"July 2014","Exports","Sweden",303,40000,32700,"Other countries"
2014,"July 2014","Imports","United Kingdom",303,44078,138920,"Other countries"
2014,"January 2014","Imports","United Kingdom",303,20010,56040,"Other countries"
2014,"July 2014","Imports","Czech Rep.",303,7065,33774,"Other countries"
2014,"September 2014","Exports","Japan",303,435537,419327,"Other countries"
2014,"January 2014","Imports","Côte d'Ivoire",303,1645000,1492876,"Other countries"
2014,"January 2014","Exports","Japan",303,49775,62508,"Other countries"
2014,"March 2014","Imports","Côte d'Ivoire",303,506520,534183,"Other countries"
2014,"May 2014","Exports","Japan",303,534551,667757,"Other countries"
2014,"March 2014","Imports","Czech Rep.",303,18868,6098,"Other countries"
2014,"November 2014","Imports","Azerbaijan",303,58494,29444,"Other countries"
2014,"July 2014","Exports","Japan",303,135979,181513,"Other countries"
2014,"March 2014","Exports","United Kingdom",303,724540,1721660,"Other countries"
2014,"April 2014","Exports","United Kingdom",303,747200,2105527,"Other countries"
2014,"November 2014","Imports","Japan",303,5922780,40855903,"Other countries"
2014,"February 2014","Imports","United Kingdom",303,40420,82899,"Other countries"
2014,"December 2014","Imports","United Kingdom",303,47219,159757,"Other countries"
2014,"October 2014","Exports","New Zealand",303,816284,1289046,"Other countries"
2014,"July 2014","Exports","Iceland",303,11526031,21625618,"Other countries"
2014,"December 2014","Exports","Iceland",303,1928780,2465185,"Other countries"
2014,"January 2014","Imports","Spain",303,75700,203088,"Other countries"
2014,"August 2014","Imports","Canada",303,2554,24182,"Other countries"
2014,"September 2014","Exports","New Zealand",303,941960,1794388,"Other countries"
2014,"November 2014","Imports","Canada",303,36013,123630,"Other countries"
2014,"August 2014","Exports","New Zealand",303,292510,731954,"Other countries"
2014,"July 2014","Imports","Iceland",303,500,1009,"Other countries"
2014,"January 2014","Exports","Canada",303,834012,2665529,"Other countries"
2014,"April 2014","Exports","Iceland",303,2855425,7247248,"Other countries"
2014,"May 2014","Exports","Canada",303,257120,448462,"Other countries"
2014,"January 2014","Imports","Canada",303,204024,1177924,"Other countries"
2014,"April 2014","Imports","Spain",303,50700,165756,"Other countries"
2014,"February 2014","Exports","Iceland",303,10914352,13095211,"Other countries"
2014,"December 2014","Imports","Spain",303,143300,406726,"Other countries"
2014,"September 2014","Exports","Iceland",303,8520375,15559939,"Other countries"
2014,"November 2014","Exports","New Zealand",303,300146,523832,"Other countries"
2014,"February 2014","Exports","Canada",303,978062,1678255,"Other countries"
2014,"July 2014","Imports","Spain",303,206400,587809,"Other countries"
2014,"June 2014","Imports","Canada",303,84220,390422,"Other countries"
2014,"November 2014","Imports","Spain",303,99700,323224,"Other countries"
2014,"August 2014","Imports","Slovakia",303,357,3772,"Other countries"
2014,"December 2014","Imports","Singapore",303,120,1806,"Other countries"
2014,"February 2014","Exports","Singapore",303,24700,83373,"Other countries"
2014,"January 2014","Imports","Greece",303,9964,28603,"Other countries"
2014,"November 2014","Imports","Greece",303,9699,35170,"Other countries"
2014,"September 2014","Imports","Singapore",303,360,6114,"Other countries"
2014,"July 2014","Imports","Lithuania",303,258024,792915,"Other countries"
2014,"July 2014","Exports","Lithuania",303,352254,328136,"Other countries"
2014,"August 2014","Exports","Latvia",303,20010,13257,"Other countries"
2014,"August 2014","Imports","Lithuania",303,43730,118049,"Other countries"
2014,"June 2014","Exports","Latvia",303,59600,27524,"Other countries"
2014,"May 2014","Exports","Lithuania",303,300868,327425,"Other countries"
2014,"August 2014","Exports","Lithuania",303,20059,19167,"Other countries"
2014,"October 2014","Imports","Estonia",303,39000,57726,"Other countries"
2014,"October 2014","Exports","Finland",303,20,677,"Other countries"
2014,"May 2014","Imports","Estonia",303,540,2933,"Other countries"
2014,"April 2014","Exports","Estonia",303,4189170,2479704,"Other countries"
2014,"January 2014","Imports","Poland",303,384914,1153125,"Other countries"
2014,"September 2014","Imports","Poland",303,1431099,4391792,"Other countries"
2014,"March 2014","Imports","Poland",303,1032354,3227518,"Other countries"
2014,"July 2014","Imports","Poland",303,1190831,3635606,"Other countries"
2014,"February 2014","Imports","China, Macao SAR",303,48867,137345,"Other countries"
2014,"January 2014","Exports","Estonia",303,4541805000,2275463,"Other countries"
2014,"December 2014","Imports","China, Macao SAR",303,0,250903,"Other countries"
2014,"April 2014","Exports","Finland",303,2018301,1033293,"Other countries"
2014,"July 2014","Imports","China, Macao SAR",303,0,175031,"Other countries"
2014,"November 2014","Imports","Estonia",303,37254,69109,"Other countries"
2014,"December 2014","Imports","Poland",303,314059,1190848,"Other countries"
2014,"May 2014","Imports","Poland",303,391045,1132293,"Other countries"
2014,"October 2014","Exports","Estonia",303,19000,30669,"Other countries"
2014,"August 2014","Exports","Estonia",303,234320,191596,"Other countries"
2014,"November 2014","Imports","Poland",303,753908,2797754,"Other countries"
2014,"August 2014","Imports","Spain",303,69000,204121,"Other countries"
2014,"September 2014","Imports","Canada",303,77544,243421,"Other countries"
2014,"January 2014","Exports","New Zealand",303,431053,584946,"Other countries"
2014,"March 2014","Imports","Canada",303,361795,1258229,"Other countries"
2014,"October 2014","Imports","Spain",303,123000,355427,"Other countries"
2014,"May 2014","Exports","New Zealand",303,653476,1258379,"Other countries"
2014,"March 2014","Exports","New Zealand",303,467678,962221,"Other countries"
2014,"April 2014","Imports","Canada",303,43402,302906,"Other countries"
2014,"July 2014","Exports","Canada",303,1873356,3200783,"Other countries"
2014,"November 2014","Exports","Iceland",303,5075518,6724109,"Other countries"
2014,"February 2014","Exports","New Zealand",303,342488,780636,"Other countries"
2014,"March 2014","Imports","Iceland",303,351,930,"Other countries"
2014,"May 2014","Imports","Spain",303,203700,604232,"Other countries"
2014,"February 2014","Imports","Spain",303,190900,485019,"Other countries"
2014,"March 2014","Imports","Spain",303,196400,554809,"Other countries"
2014,"July 2014","Imports","Canada",303,40092,137374,"Other countries"
2015,"December 2015","Exports","Japan",303,1658855,1711807,"Other countries"
2015,"July 2015","Exports","Japan",303,35415,39669,"Other countries"
2015,"December 2015","Imports","Denmark",303,489962,1739829,"Other countries"
2015,"June 2015","Imports","Denmark",303,288585,1067423,"Other countries"
2015,"January 2015","Imports","Côte d'Ivoire",303,101270,90114,"Other countries"
2015,"January 2015","Exports","Japan",303,889340,736349,"Other countries"
2015,"January 2015","Imports","Japan",303,3277908,19263195,"Other countries"
2015,"October 2015","Exports","Japan",303,451392,468598,"Other countries"
2015,"August 2015","Imports","Australia",303,612,2811,"Other countries"
2015,"April 2015","Exports","Japan",303,19303,23489,"Other countries"
2015,"June 2015","Imports","Armenia",303,13000,13249,"Other countries"
2015,"October 2015","Imports","Thailand",303,122013,640157,"Other countries"
2015,"May 2015","Imports","Japan",303,8284834,48363360,"Other countries"
2015,"May 2015","Imports","Armenia",303,36000,146113,"Other countries"
2015,"July 2015","Imports","Thailand",303,68205,364952,"Other countries"
2015,"January 2015","Imports","Australia",303,648,3102,"Other countries"
2015,"June 2015","Exports","Japan",303,152861,152755,"Other countries"
2015,"February 2015","Imports","Denmark",303,47598,181248,"Other countries"
2015,"April 2015","Imports","Denmark",303,7611,20871,"Other countries"
2015,"August 2015","Exports","Denmark",303,575809,736383,"Other countries"
2015,"November 2015","Imports","Azerbaijan",303,4200,7672,"Other countries"
2015,"February 2015","Exports","Turkey",303,55216,215580,"Other countries"
2015,"November 2015","Imports","Czech Rep.",303,540,3076,"Other countries"
2015,"September 2015","Exports","Turkey",303,35618,133224,"Other countries"
2015,"January 2015","Exports","Turkey",303,32920,176039,"Other countries"
2015,"November 2015","Imports","Iceland",303,27600,84234,"Other countries"
2015,"April 2015","Imports","Poland",303,516618,1599832,"Other countries"
2015,"September 2015","Imports","Iceland",303,931,1917,"Other countries"
2015,"September 2015","Imports","Azerbaijan",303,19020,197171,"Other countries"
2015,"January 2015","Imports","Azerbaijan",303,22015,101365,"Other countries"
2015,"December 2015","Imports","Poland",303,908670,2664684,"Other countries"
2015,"June 2015","Imports","Azerbaijan",303,19500,32653,"Other countries"
2015,"January 2015","Imports","Czech Rep.",303,2304,8071,"Other countries"
2015,"August 2015","Imports","Iceland",303,56,158,"Other countries"
2015,"June 2015","Imports","Malaysia",303,96,1747,"Other countries"
2015,"July 2015","Imports","Czech Rep.",303,12939,36252,"Other countries"
2015,"May 2015","Exports","Iceland",303,153646,196952,"Other countries"
2015,"July 2015","Exports","Iceland",303,6157043,9891571,"Other countries"
2015,"August 2015","Imports","Poland",303,1376043,4471823,"Other countries"
2015,"September 2015","Imports","Italy",303,23796,84643,"Other countries"
2015,"September 2015","Exports","South Africa",303,27500,58552,"Other countries"
2015,"July 2015","Imports","Kuwait",303,2240,5713,"Other countries"
2015,"September 2015","Imports","Kyrgyzstan",303,301634,648412,"Other countries"
2015,"November 2015","Imports","Kyrgyzstan",303,163697,174231,"Other countries"
2015,"December 2015","Imports","Kyrgyzstan",303,330580,419056,"Other countries"
2015,"October 2015","Imports","Kyrgyzstan",303,120419,151541,"Other countries"
2015,"March 2015","Imports","Kyrgyzstan",303,359642,559104,"Other countries"
2015,"November 2015","Exports","Rep. of Korea",303,142500,185850,"Other countries"
2015,"November 2015","Imports","Rep. of Korea",303,18564821,26366833,"Other countries"
2015,"April 2015","Imports","Rep. of Korea",303,25076396,43630416,"Other countries"
2015,"October 2015","Imports","Rep. of Korea",303,21946072,32195962,"Other countries"
2015,"February 2015","Exports","Rep. of Korea",303,222406,216177,"Other countries"
2015,"December 2015","Exports","Rep. of Korea",303,777690,622687,"Other countries"
2015,"April 2015","Exports","Rep. of Korea",303,374377,538626,"Other countries"
2015,"March 2015","Exports","Rep. of Korea",303,325856,427752,"Other countries"
2015,"May 2015","Imports","Kyrgyzstan",303,208059,325448,"Other countries"
2015,"July 2015","Exports","Rep. of Korea",303,491655,404133,"Other countries"
2015,"August 2015","Imports","Rep. of Korea",303,26059170,39534913,"Other countries"
2015,"July 2015","Imports","Rep. of Korea",303,15516220,27626548,"Other countries"
2015,"June 2015","Imports","Rep. of Korea",303,8505566,18432651,"Other countries"
2015,"July 2015","Imports","Kyrgyzstan",303,397650,550913,"Other countries"
2015,"December 2015","Imports","Rep. of Korea",303,25464971,32749352,"Other countries"
2015,"January 2015","Imports","Rep. of Korea",303,13734077,24456712,"Other countries"
2015,"June 2015","Imports","Singapore",303,120,1734,"Other countries"
2015,"July 2015","Imports","Singapore",303,60,870,"Other countries"
2015,"March 2015","Imports","Canada",303,97700,447001,"Other countries"
2015,"December 2015","Exports","Morocco",303,1709139,1797515,"Other countries"
2015,"March 2015","Imports","Slovakia",303,671,6210,"Other countries"
2015,"August 2015","Imports","Singapore",303,60,863,"Other countries"
2015,"August 2015","Imports","",303,710100,2726970,"Other countries"
2015,"December 2015","Imports","",303,852399,3725654,"Other countries"
2015,"June 2015","Imports","Slovakia",303,853,1492,"Other countries"
2015,"March 2015","Imports","",303,2077486,6735529,"Other countries"
2015,"April 2015","Imports","",303,3861497,7293762,"Other countries"
2015,"October 2015","Imports","Germany",303,2400,6229,"Other countries"
2015,"February 2015","Imports","",303,1034294,2542901,"Other countries"
2015,"June 2015","Imports","",303,298954,2668021,"Other countries"
2015,"May 2015","Imports","Canada",303,80091,234423,"Other countries"
2015,"May 2015","Imports","Germany",303,1975,7250,"Other countries"
2015,"February 2015","Exports","Morocco",303,559618,594248,"Other countries"
2015,"October 2015","Imports","",303,1115663,3702957,"Other countries"
2015,"July 2015","Exports","",303,213356,446833,"Other countries"
2015,"June 2015","Exports","Morocco",303,2181106,2215021,"Other countries"
2015,"November 2015","Exports","",303,245274,523565,"Other countries"
2015,"December 2015","Imports","Canada",303,174167,324705,"Other countries"
2015,"September 2015","Exports","Belarus",303,571764,512900,"Other countries"
2015,"May 2015","Imports","Belarus",303,2866519,3144400,"Other countries"
2015,"June 2015","Imports","Lithuania",303,493943,1635979,"Other countries"
2015,"September 2015","Imports","France",303,2520,22882,"Other countries"
2015,"July 2015","Imports","Belarus",303,3625322,2405000,"Other countries"
2015,"April 2015","Exports","Belarus",303,172952,178900,"Other countries"
2015,"December 2015","Imports","France",303,360,3438,"Other countries"
2015,"January 2015","Imports","Belarus",303,1276308,1497400,"Other countries"
2015,"April 2015","Imports","Belarus",303,2706387,3680500,"Other countries"
2015,"November 2015","Imports","France",303,10,68,"Other countries"
2015,"February 2015","Imports","Lithuania",303,175783,530308,"Other countries"
2015,"March 2015","Imports","Belarus",303,3028901,4158300,"Other countries"
2015,"September 2015","Imports","Lithuania",303,461248,1536661,"Other countries"
2015,"May 2015","Exports","Belarus",303,286631,196400,"Other countries"
2015,"August 2015","Imports","Belarus",303,3724748,2691900,"Other countries"
2015,"December 2015","Imports","Belarus",303,2665820,3542800,"Other countries"
2015,"July 2015","Imports","France",303,1200,12272,"Other countries"
2015,"December 2015","Exports","Belarus",303,185190,300600,"Other countries"
2015,"October 2015","Imports","France",303,14680,57619,"Other countries"
2015,"February 2015","Exports","Belarus",303,139206,365500,"Other countries"
2015,"January 2015","Imports","Lithuania",303,82065,221543,"Other countries"
2015,"October 2015","Imports","Belarus",303,2752968,3815100,"Other countries"
2015,"September 2015","Exports","Georgia",303,35736,208162,"Other countries"
2015,"August 2015","Imports","China, Macao SAR",303,10690,27207,"Other countries"
2015,"January 2015","Exports","Seychelles",303,19703,74121,"Other countries"
2015,"November 2015","Exports","Georgia",303,18244,106729,"Other countries"
2015,"October 2015","Exports","Georgia",303,17981,102489,"Other countries"
2015,"November 2015","Imports","China, Macao SAR",303,0,2999,"Other countries"
2015,"July 2015","Imports","China, Macao SAR",303,6090,76268,"Other countries"
2015,"February 2015","Imports","Georgia",303,19000,20904,"Other countries"
2015,"December 2015","Imports","China, Macao SAR",303,10350,129618,"Other countries"
2015,"March 2015","Imports","Georgia",303,19050,11998,"Other countries"
2015,"September 2015","Imports","China, Macao SAR",303,300,488,"Other countries"
2015,"June 2015","Exports","Georgia",303,16132,95985,"Other countries"
2015,"December 2015","Imports","Georgia",303,19850,20091,"Other countries"
2015,"August 2015","Imports","Norway",303,212345,665414,"Other countries"
2015,"June 2015","Exports","Norway",303,70693,90621,"Other countries"
2015,"September 2015","Imports","Norway",303,652965,2049170,"Other countries"
2015,"January 2015","Exports","China, Hong Kong SAR",303,128251,188550,"Other countries"
2015,"May 2015","Imports","China, Hong Kong SAR",303,5000,50071,"Other countries"
2015,"February 2015","Exports","Norway",303,18992,20779,"Other countries"
2015,"November 2015","Re-exports","China, Hong Kong SAR",303,19654,85209,"Other countries"
2015,"February 2015","Re-exports","China, Hong Kong SAR",303,318557,375563,"Other countries"
2015,"March 2015","Exports","Norway",303,4637,2034,"Other countries"
2015,"June 2015","Imports","Norway",303,758485,1935207,"Other countries"
2015,"September 2015","Re-exports","China, Hong Kong SAR",303,88323,298656,"Other countries"
2015,"December 2015","Imports","Norway",303,148117,432778,"Other countries"
2015,"October 2015","Exports","China, Hong Kong SAR",303,54740,83631,"Other countries"
2015,"November 2015","Imports","China, Hong Kong SAR",303,10350,110072,"Other countries"
2015,"January 2015","Re-exports","China, Hong Kong SAR",303,128251,188550,"Other countries"
2015,"October 2015","Imports","Netherlands",303,1372558,4649185,"Other countries"
2015,"November 2015","Imports","Estonia",303,20300,22997,"Other countries"
2015,"August 2015","Imports","Netherlands",303,1480895,4877477,"Other countries"
2015,"May 2015","Imports","Spain",303,299700,731228,"Other countries"
2015,"March 2015","Exports","Netherlands",303,42,39,"Other countries"
2015,"September 2015","Imports","Netherlands",303,351529,1196832,"Other countries"
2015,"January 2015","Imports","Netherlands",303,501023,1547473,"Other countries"
2015,"October 2015","Imports","Estonia",303,69293,81997,"Other countries"
2015,"January 2015","Imports","Spain",303,283400,789356,"Other countries"
2015,"May 2015","Exports","Estonia",303,22010,19316,"Other countries"
2015,"August 2015","Exports","Netherlands",303,53,51,"Other countries"
2015,"April 2015","Imports","Spain",303,195300,380941,"Other countries"
2015,"September 2015","Exports","Estonia",303,60,599,"Other countries"
2015,"June 2015","Exports","Estonia",303,30,276,"Other countries"
2015,"May 2015","Imports","Netherlands",303,1579154,5143011,"Other countries"
2015,"July 2015","Exports","Netherlands",303,1184,1179,"Other countries"
2015,"September 2015","Exports","Finland",303,7,208,"Other countries"
2015,"July 2015","Exports","Estonia",303,35,258,"Other countries"
2015,"October 2015","Exports","Estonia",303,20659,11774,"Other countries"
2015,"October 2015","Exports","Netherlands",303,54069,33443,"Other countries"
2015,"June 2015","Imports","Netherlands",303,1089233,3602342,"Other countries"
2015,"April 2015","Exports","Iceland",303,2280600,4226876,"Other countries"
2015,"October 2015","Exports","Turkey",303,356726,1491321,"Other countries"
2015,"February 2015","Imports","Azerbaijan",303,1490,1872,"Other countries"
2015,"July 2015","Exports","Turkey",303,273010,1176984,"Other countries"
2015,"October 2015","Imports","Iceland",303,13717,48067,"Other countries"
2015,"June 2015","Imports","Poland",303,585062,1907780,"Other countries"
2015,"January 2015","Exports","Iceland",303,2666092,3136469,"Other countries"
2015,"June 2015","Exports","Iceland",303,4824608,10868895,"Other countries"
2015,"April 2015","Imports","Azerbaijan",303,4900,16827,"Other countries"
2015,"November 2015","Imports","Poland",303,419119,1274925,"Other countries"
2015,"May 2015","Exports","Turkey",303,152717,596115,"Other countries"
2015,"November 2015","Exports","Turkey",303,139978,532880,"Other countries"
2015,"August 2015","Exports","Iceland",303,5076596,10007851,"Other countries"
2015,"December 2015","Imports","Iceland",303,275190,875178,"Other countries"
2015,"November 2015","Exports","Iceland",303,1730183,2020114,"Other countries"
2015,"March 2015","Imports","Poland",303,543469,1646540,"Other countries"
2015,"April 2015","Exports","Sweden",303,20000,25078,"Other countries"
2015,"January 2015","Exports","New Zealand",303,42942,60602,"Other countries"
2015,"November 2015","Exports","New Zealand",303,690281,942654,"Other countries"
2015,"March 2015","Imports","Greece",303,6990,24569,"Other countries"
2015,"May 2015","Exports","New Zealand",303,670945,721031,"Other countries"
2015,"August 2015","Exports","New Zealand",303,581127,959837,"Other countries"
2015,"February 2015","Exports","New Zealand",303,231971,279790,"Other countries"
2015,"April 2015","Exports","New Zealand",303,398988,605648,"Other countries"
2015,"June 2015","Exports","New Zealand",303,439827,570482,"Other countries"
2015,"December 2015","Imports","Greece",303,5992,21547,"Other countries"
2015,"November 2015","Exports","Armenia",303,16445,57673,"Other countries"
2015,"June 2015","Exports","Thailand",303,990,3193,"Other countries"
2015,"August 2015","Imports","Côte d'Ivoire",303,3228240,3958234,"Other countries"
2015,"June 2015","Exports","Denmark",303,18720,128800,"Other countries"
2015,"August 2015","Imports","Denmark",303,21510,80597,"Other countries"
2015,"May 2015","Imports","Côte d'Ivoire",303,54480,52667,"Other countries"
2015,"October 2015","Exports","Thailand",303,4050,12219,"Other countries"
2015,"October 2015","Imports","Armenia",303,20044,8704,"Other countries"
2015,"May 2015","Exports","Japan",303,64795,74914,"Other countries"
2015,"July 2015","Exports","Denmark",303,13899,29805,"Other countries"
2015,"October 2015","Imports","Denmark",303,21900,78324,"Other countries"
2015,"February 2015","Exports","Denmark",303,14217,94980,"Other countries"
2015,"September 2015","Imports","Japan",303,9597621,45944286,"Other countries"
2015,"November 2015","Imports","Armenia",303,80,3729,"Other countries"
2015,"March 2015","Imports","Thailand",303,394796,2008236,"Other countries"
2015,"May 2015","Imports","Denmark",303,228765,888296,"Other countries"
2015,"December 2015","Imports","Japan",303,3748727,18965271,"Other countries"
2015,"September 2015","Imports","Australia",303,16201,65960,"Other countries"
2015,"September 2015","Exports","Japan",303,128118,139027,"Other countries"
2015,"May 2015","Imports","Thailand",303,86757,358046,"Other countries"
2015,"August 2015","Exports","Georgia",303,34777,210494,"Other countries"
2015,"January 2015","Imports","China, Macao SAR",303,14250,178460,"Other countries"
2015,"May 2015","Imports","China, Macao SAR",303,23472,62618,"Other countries"
2015,"January 2015","Exports","India",303,25000,51750,"Other countries"
2015,"July 2015","Exports","Georgia",303,33920,201859,"Other countries"
2015,"May 2015","Imports","Georgia",303,27510,21121,"Other countries"
2015,"February 2015","Exports","Seychelles",303,71013,216412,"Other countries"
2015,"August 2015","Imports","Azerbaijan",303,19494,14939,"Other countries"
2015,"January 2015","Imports","Malaysia",303,300,5169,"Other countries"
2015,"February 2015","Exports","Iceland",303,8526479,9416098,"Other countries"
2015,"March 2015","Imports","Czech Rep.",303,1302,4320,"Other countries"
2015,"August 2015","Exports","Turkey",303,214116,905947,"Other countries"
2015,"September 2015","Imports","Poland",303,2477386,7923865,"Other countries"
2015,"March 2015","Exports","Turkey",303,55806,236141,"Other countries"
2015,"September 2015","Exports","Iceland",303,2365952,4208810,"Other countries"
2015,"February 2015","Imports","Poland",303,815761,2729182,"Other countries"
2015,"March 2015","Imports","Azerbaijan",303,4000,27936,"Other countries"
2015,"July 2015","Imports","Poland",303,777210,2531176,"Other countries"
2015,"June 2015","Exports","Turkey",303,180747,791158,"Other countries"
2015,"July 2015","Imports","Malaysia",303,7,122,"Other countries"
2015,"July 2015","Imports","Azerbaijan",303,19500,56680,"Other countries"
2015,"September 2015","Imports","Algeria",303,190,1139,"Other countries"
2015,"May 2015","Imports","Malaysia",303,5719,149642,"Other countries"
2015,"December 2015","Imports","Azerbaijan",303,34990,44465,"Other countries"
2015,"May 2015","Imports","Azerbaijan",303,19500,56708,"Other countries"
2015,"December 2015","Exports","Turkey",303,16000,68023,"Other countries"
2015,"October 2015","Imports","Czech Rep.",303,25517,130770,"Other countries"
2015,"May 2015","Exports","",303,161220,318891,"Other countries"
2015,"September 2015","Imports","Singapore",303,120,1767,"Other countries"
2015,"October 2015","Imports","Slovakia",303,8910,21675,"Other countries"
2015,"November 2015","Imports","",303,557469,3240224,"Other countries"
2015,"January 2015","Imports","",303,744131,3362302,"Other countries"
2015,"April 2015","Imports","Germany",303,19566,41565,"Other countries"
2015,"February 2015","Exports","Singapore",303,73980,128737,"Other countries"
2015,"October 2015","Imports","Canada",303,831636,4510507,"Other countries"
2015,"January 2015","Imports","Slovakia",303,550,5341,"Other countries"
2015,"September 2015","Exports","Morocco",303,1727662,1715163,"Other countries"
2015,"December 2015","Exports","",303,286716,659322,"Other countries"
2015,"April 2015","Imports","Canada",303,70196,466984,"Other countries"
2015,"May 2015","Exports","Morocco",303,1506554,1561194,"Other countries"
2015,"August 2015","Exports","Singapore",303,24460,81762,"Other countries"
2015,"September 2015","Exports","",303,171642,451269,"Other countries"
2015,"June 2015","Imports","Canada",303,45031,125110,"Other countries"
2015,"November 2015","Exports","Singapore",303,24970,94882,"Other countries"
2015,"April 2015","Exports","Morocco",303,1301870,1358089,"Other countries"
2015,"February 2015","Imports","Canada",303,352044,1226260,"Other countries"
2015,"June 2015","Exports","",303,229474,425894,"Other countries"
2015,"January 2015","Exports","Morocco",303,391564,375431,"Other countries"
2015,"October 2015","Imports","Singapore",303,10,1479,"Other countries"
2015,"July 2015","Imports","Egypt",303,99968,103456,"Other countries"
2015,"September 2015","Imports","Rep. of Moldova",303,19530,16627,"Other countries"
2015,"December 2015","Imports","Rep. of Moldova",303,20040,20983,"Other countries"
2015,"January 2015","Imports","Ukraine",303,151776,44886,"Other countries"
2015,"February 2015","Imports","Ukraine",303,421141,165654,"Other countries"
2015,"March 2015","Imports","Netherlands",303,1050696,3166278,"Other countries"
2015,"June 2015","Exports","Finland",303,10,296,"Other countries"
2015,"April 2015","Exports","Finland",303,13,364,"Other countries"
2015,"August 2015","Exports","Estonia",303,143,689,"Other countries"
2015,"July 2015","Exports","Finland",303,7,217,"Other countries"
2015,"September 2015","Imports","Spain",303,274100,592839,"Other countries"
2015,"April 2015","Imports","Netherlands",303,1417314,4388801,"Other countries"
2015,"April 2015","Exports","Estonia",303,22068,18790,"Other countries"
2015,"December 2015","Imports","Netherlands",303,665999,2266677,"Other countries"
2015,"May 2015","Exports","Netherlands",303,38,45,"Other countries"
2015,"October 2015","Imports","Spain",303,160200,341038,"Other countries"
2015,"July 2015","Imports","Spain",303,67500,225594,"Other countries"
2015,"February 2015","Imports","Netherlands",303,806708,2480226,"Other countries"
2015,"June 2015","Imports","Spain",303,140800,352559,"Other countries"
