"Year","Period.Desc.","Trade.Flow","Reporter","Commodity.Code","Netweight..kg.","Trade.Value..US..","Countries"
2017,"April 2017","Exports","United States of America",301,795,10138,"USA"
2017,"June 2017","Exports","United States of America",301,621,7922,"USA"
2017,"October 2017","Exports","United States of America",301,431,5499,"USA"
2017,"December 2017","Exports","United States of America",301,608,7745,"USA"
2018,"February 2018","Exports","United States of America",301,583,6359,"USA"
2018,"December 2018","Exports","United States of America",301,555,10716,"USA"
2018,"August 2018","Exports","United States of America",301,411,4485,"USA"
2018,"October 2018","Exports","United States of America",301,561,6121,"USA"
2018,"March 2018","Exports","United States of America",301,591,6447,"USA"
2018,"June 2018","Exports","United States of America",301,345,3757,"USA"
2019,"March 2019","Exports","United States of America",301,834,6304,"USA"
2019,"June 2019","Exports","United States of America",301,837,8947,"USA"
2019,"September 2019","Exports","United States of America",301,1096,13986,"USA"
2020,"January 2020","Exports","United States of America",301,450,5174,"USA"
2010,"March 2010","Exports","United States of America",302,3967,37231,"USA"
2016,"November 2016","Exports","United States of America",302,1242,8495,"USA"
2016,"December 2016","Imports","United States of America",302,2800,9001,"USA"
2017,"August 2017","Exports","United States of America",302,3480,5394,"USA"
2017,"November 2017","Exports","United States of America",302,0,14158,"USA"
2017,"November 2017","Re-exports","United States of America",302,0,14158,"USA"
2018,"April 2018","Imports","United States of America",302,581,2235,"USA"
2010,"March 2010","Exports","United States of America",303,254934,689870,"USA"
2010,"March 2010","Imports","United States of America",303,106724,536318,"USA"
2016,"December 2016","Imports","United States of America",303,722917,4581711,"USA"
2016,"May 2016","Exports","United States of America",303,2264,2827,"USA"
2016,"July 2016","Exports","United States of America",303,2555,3240,"USA"
2016,"July 2016","Imports","United States of America",303,45890,49354,"USA"
2016,"November 2016","Exports","United States of America",303,3924,8650,"USA"
2016,"April 2016","Imports","United States of America",303,153249,1712137,"USA"
2016,"March 2016","Imports","United States of America",303,188484,566020,"USA"
2016,"January 2016","Imports","United States of America",303,340598,2254124,"USA"
2016,"June 2016","Imports","United States of America",303,10084,17176,"USA"
2016,"November 2016","Imports","United States of America",303,485748,3420612,"USA"
2016,"October 2016","Exports","United States of America",303,20030,44189,"USA"
2016,"August 2016","Exports","United States of America",303,6462,8160,"USA"
2016,"October 2016","Imports","United States of America",303,272999,1930473,"USA"
2016,"May 2016","Imports","United States of America",303,89926,519886,"USA"
2016,"September 2016","Imports","United States of America",303,14494,60060,"USA"
2017,"August 2017","Imports","United States of America",303,146633,553934,"USA"
2017,"October 2017","Imports","United States of America",303,424788,2369902,"USA"
2017,"January 2017","Imports","United States of America",303,695241,4242487,"USA"
2017,"November 2017","Exports","United States of America",303,2120,2616,"USA"
2017,"September 2017","Imports","United States of America",303,253842,1254122,"USA"
2017,"June 2017","Imports","United States of America",303,211919,441102,"USA"
2017,"May 2017","Imports","United States of America",303,176275,399962,"USA"
2017,"March 2017","Imports","United States of America",303,103668,232405,"USA"
2017,"November 2017","Imports","United States of America",303,211798,1562123,"USA"
2017,"April 2017","Imports","United States of America",303,235132,1202189,"USA"
2017,"December 2017","Imports","United States of America",303,336056,2019189,"USA"
2017,"February 2017","Imports","United States of America",303,422146,3125296,"USA"
2018,"January 2018","Imports","United States of America",303,416535,1677058,"USA"
2018,"August 2018","Imports","United States of America",303,7024,34839,"USA"
2018,"December 2018","Imports","United States of America",303,941374,7265645,"USA"
2018,"February 2018","Imports","United States of America",303,111528,254254,"USA"
2018,"November 2018","Imports","United States of America",303,463703,4451647,"USA"
2018,"July 2018","Imports","United States of America",303,217731,786431,"USA"
2018,"May 2018","Imports","United States of America",303,327711,687297,"USA"
2018,"October 2018","Imports","United States of America",303,329726,1513119,"USA"
2018,"April 2018","Imports","United States of America",303,685714,8459084,"USA"
2018,"June 2018","Imports","United States of America",303,398684,1447712,"USA"
2018,"September 2018","Imports","United States of America",303,275322,1907626,"USA"
2018,"March 2018","Imports","United States of America",303,504214,2737500,"USA"
2019,"June 2019","Imports","United States of America",303,254002,1277974,"USA"
2019,"January 2019","Imports","United States of America",303,558605,3347969,"USA"
2019,"September 2019","Imports","United States of America",303,747544,4456778,"USA"
2019,"December 2019","Imports","United States of America",303,1398935,9771139,"USA"
2019,"November 2019","Imports","United States of America",303,573943,3415882,"USA"
2019,"November 2019","Exports","United States of America",303,93500,81813,"USA"
2019,"October 2019","Imports","United States of America",303,611829,5068270,"USA"
2019,"March 2019","Imports","United States of America",303,151655,1642930,"USA"
2019,"February 2019","Imports","United States of America",303,177272,870451,"USA"
2019,"July 2019","Imports","United States of America",303,139266,922736,"USA"
2019,"April 2019","Imports","United States of America",303,562573,4043108,"USA"
2019,"August 2019","Imports","United States of America",303,286559,2098172,"USA"
2019,"May 2019","Imports","United States of America",303,522068,2419569,"USA"
2020,"February 2020","Imports","United States of America",303,378466,2034517,"USA"
2020,"June 2020","Imports","United States of America",303,147914,677704,"USA"
2020,"December 2020","Imports","United States of America",303,1821964,8215046,"USA"
2020,"January 2020","Imports","United States of America",303,625399,3886963,"USA"
2020,"October 2020","Imports","United States of America",303,583259,2218066,"USA"
2020,"August 2020","Imports","United States of America",303,551584,2248940,"USA"
2020,"March 2020","Imports","United States of America",303,468175,2490075,"USA"
2020,"April 2020","Imports","United States of America",303,355723,1387338,"USA"
2020,"July 2020","Imports","United States of America",303,206762,818747,"USA"
2020,"November 2020","Imports","United States of America",303,721587,3718786,"USA"
2020,"May 2020","Imports","United States of America",303,321005,1270488,"USA"
2020,"September 2020","Imports","United States of America",303,633395,3153073,"USA"
2010,"March 2010","Imports","United States of America",304,1375624,6256777,"USA"
2010,"March 2010","Exports","United States of America",304,542148,1106885,"USA"
2016,"January 2016","Imports","United States of America",304,653573,5408280,"USA"
2016,"February 2016","Imports","United States of America",304,224813,1854938,"USA"
2016,"April 2016","Imports","United States of America",304,433416,3391334,"USA"
2016,"March 2016","Imports","United States of America",304,756497,5719770,"USA"
2016,"July 2016","Imports","United States of America",304,525293,3808481,"USA"
2016,"May 2016","Imports","United States of America",304,610200,6425149,"USA"
2016,"June 2016","Imports","United States of America",304,420917,3354818,"USA"
2016,"August 2016","Imports","United States of America",304,303920,2436147,"USA"
2016,"November 2016","Imports","United States of America",304,652472,4715473,"USA"
2016,"December 2016","Imports","United States of America",304,590999,4846781,"USA"
2016,"September 2016","Imports","United States of America",304,905918,6663098,"USA"
2016,"October 2016","Imports","United States of America",304,490866,4355802,"USA"
2017,"August 2017","Imports","United States of America",304,581530,4270226,"USA"
2017,"May 2017","Imports","United States of America",304,200315,1469217,"USA"
2017,"May 2017","Exports","United States of America",304,0,59044,"USA"
2017,"March 2017","Imports","United States of America",304,395798,4264497,"USA"
2017,"January 2017","Imports","United States of America",304,352426,2834028,"USA"
2017,"April 2017","Imports","United States of America",304,777075,6983352,"USA"
2017,"July 2017","Imports","United States of America",304,566128,4443743,"USA"
2017,"May 2017","Re-exports","United States of America",304,0,59044,"USA"
2017,"June 2017","Imports","United States of America",304,916143,5937840,"USA"
2017,"September 2017","Imports","United States of America",304,805079,5465324,"USA"
2017,"November 2017","Imports","United States of America",304,436991,3202908,"USA"
2017,"October 2017","Imports","United States of America",304,718752,6391329,"USA"
2017,"February 2017","Imports","United States of America",304,646665,7412882,"USA"
2017,"September 2017","Re-exports","United States of America",304,0,105336,"USA"
2017,"September 2017","Exports","United States of America",304,0,105336,"USA"
2017,"December 2017","Imports","United States of America",304,218342,1683891,"USA"
2018,"October 2018","Imports","United States of America",304,1254650,12413034,"USA"
2018,"September 2018","Imports","United States of America",304,373119,3014715,"USA"
2018,"June 2018","Imports","United States of America",304,297844,1735326,"USA"
2018,"December 2018","Imports","United States of America",304,205062,1778255,"USA"
2018,"March 2018","Imports","United States of America",304,472389,3132648,"USA"
2018,"February 2018","Imports","United States of America",304,177284,1368567,"USA"
2018,"January 2018","Imports","United States of America",304,384652,2511407,"USA"
2018,"August 2018","Imports","United States of America",304,1013548,7400897,"USA"
2018,"July 2018","Imports","United States of America",304,310250,1939347,"USA"
2018,"April 2018","Imports","United States of America",304,853539,5063318,"USA"
2018,"May 2018","Imports","United States of America",304,599285,4280400,"USA"
2018,"November 2018","Imports","United States of America",304,896000,6946082,"USA"
2019,"February 2019","Imports","United States of America",304,270093,2229236,"USA"
2019,"November 2019","Imports","United States of America",304,146793,957261,"USA"
2019,"July 2019","Imports","United States of America",304,368083,2676702,"USA"
2019,"June 2019","Imports","United States of America",304,695924,3175531,"USA"
2019,"August 2019","Imports","United States of America",304,532316,3734719,"USA"
2019,"May 2019","Imports","United States of America",304,611068,3506840,"USA"
2019,"April 2019","Imports","United States of America",304,785417,5442887,"USA"
2019,"March 2019","Imports","United States of America",304,788782,4068353,"USA"
2019,"January 2019","Imports","United States of America",304,257031,2059321,"USA"
2019,"September 2019","Imports","United States of America",304,634144,4674720,"USA"
2019,"October 2019","Imports","United States of America",304,395740,3764757,"USA"
2019,"December 2019","Imports","United States of America",304,620068,5626694,"USA"
2020,"January 2020","Imports","United States of America",304,227413,2311378,"USA"
2020,"May 2020","Imports","United States of America",304,185120,1100804,"USA"
2020,"February 2020","Exports","United States of America",304,599,6996,"USA"
2020,"February 2020","Imports","United States of America",304,218913,2171875,"USA"
2020,"August 2020","Imports","United States of America",304,278972,2478767,"USA"
2020,"April 2020","Imports","United States of America",304,537600,5004835,"USA"
2020,"March 2020","Imports","United States of America",304,427216,3403351,"USA"
2020,"July 2020","Imports","United States of America",304,552054,4060791,"USA"
2020,"June 2020","Imports","United States of America",304,445033,3565743,"USA"
2020,"September 2020","Imports","United States of America",304,289924,2663197,"USA"
2020,"November 2020","Imports","United States of America",304,450282,2644116,"USA"
2020,"October 2020","Imports","United States of America",304,521345,4285866,"USA"
2020,"December 2020","Imports","United States of America",304,922379,5468946,"USA"
2010,"March 2010","Imports","United States of America",305,2694,10539,"USA"
2016,"January 2016","Imports","United States of America",305,14916,85268,"USA"
2016,"February 2016","Imports","United States of America",305,24986,64449,"USA"
2016,"April 2016","Imports","United States of America",305,3639,27207,"USA"
2016,"March 2016","Imports","United States of America",305,8131,36878,"USA"
2016,"July 2016","Imports","United States of America",305,33566,94709,"USA"
2016,"May 2016","Imports","United States of America",305,36233,62343,"USA"
2016,"June 2016","Imports","United States of America",305,3072,21476,"USA"
2016,"August 2016","Imports","United States of America",305,33425,53881,"USA"
2016,"November 2016","Imports","United States of America",305,26976,45904,"USA"
2016,"December 2016","Imports","United States of America",305,23727,120312,"USA"
2016,"September 2016","Imports","United States of America",305,39332,112435,"USA"
2016,"October 2016","Imports","United States of America",305,2656,16460,"USA"
2017,"August 2017","Imports","United States of America",305,8375,48862,"USA"
2017,"May 2017","Imports","United States of America",305,49698,65668,"USA"
2017,"March 2017","Imports","United States of America",305,18752,145893,"USA"
2017,"January 2017","Imports","United States of America",305,28019,63119,"USA"
2017,"April 2017","Imports","United States of America",305,11045,35631,"USA"
2017,"July 2017","Imports","United States of America",305,8646,78656,"USA"
2017,"June 2017","Imports","United States of America",305,11895,24767,"USA"
2017,"September 2017","Imports","United States of America",305,19812,56779,"USA"
2017,"November 2017","Imports","United States of America",305,10296,68544,"USA"
2017,"October 2017","Imports","United States of America",305,30903,179984,"USA"
2017,"February 2017","Imports","United States of America",305,6992,47061,"USA"
2017,"December 2017","Imports","United States of America",305,14607,65078,"USA"
2018,"October 2018","Imports","United States of America",305,14529,79687,"USA"
2018,"September 2018","Imports","United States of America",305,20033,84149,"USA"
2018,"June 2018","Imports","United States of America",305,7296,35667,"USA"
2018,"December 2018","Imports","United States of America",305,10639,44477,"USA"
2018,"March 2018","Imports","United States of America",305,3477,28481,"USA"
2018,"February 2018","Imports","United States of America",305,5158,28772,"USA"
2018,"January 2018","Imports","United States of America",305,25632,117932,"USA"
2018,"August 2018","Imports","United States of America",305,36129,223167,"USA"
2018,"July 2018","Imports","United States of America",305,7469,61330,"USA"
2018,"April 2018","Imports","United States of America",305,15999,154098,"USA"
2018,"May 2018","Imports","United States of America",305,13923,85057,"USA"
2018,"November 2018","Imports","United States of America",305,27446,122503,"USA"
2019,"February 2019","Imports","United States of America",305,8218,66957,"USA"
2019,"November 2019","Imports","United States of America",305,17721,85380,"USA"
2019,"July 2019","Imports","United States of America",305,14512,77866,"USA"
2019,"June 2019","Imports","United States of America",305,3090,27837,"USA"
2019,"August 2019","Imports","United States of America",305,29936,168166,"USA"
2019,"May 2019","Imports","United States of America",305,26324,143816,"USA"
2019,"April 2019","Imports","United States of America",305,25059,138412,"USA"
2019,"March 2019","Imports","United States of America",305,15642,77662,"USA"
2019,"January 2019","Imports","United States of America",305,17179,103190,"USA"
2019,"September 2019","Imports","United States of America",305,11426,77005,"USA"
2019,"October 2019","Imports","United States of America",305,17044,91058,"USA"
2019,"December 2019","Imports","United States of America",305,4295,43198,"USA"
2020,"January 2020","Imports","United States of America",305,10148,92880,"USA"
2020,"May 2020","Imports","United States of America",305,14978,80537,"USA"
2020,"February 2020","Imports","United States of America",305,1699,12976,"USA"
2020,"August 2020","Imports","United States of America",305,31056,115733,"USA"
2020,"April 2020","Imports","United States of America",305,18093,124374,"USA"
2020,"March 2020","Imports","United States of America",305,4341,29532,"USA"
2020,"July 2020","Imports","United States of America",305,25597,112782,"USA"
2020,"June 2020","Imports","United States of America",305,3084,21594,"USA"
2020,"September 2020","Imports","United States of America",305,13288,89479,"USA"
2020,"October 2020","Imports","United States of America",305,19111,122385,"USA"
2020,"November 2020","Imports","United States of America",305,21368,138638,"USA"
2020,"December 2020","Imports","United States of America",305,9290,61339,"USA"
2010,"January 2010","Imports","EU-28",301,100,4688,"EU"
2010,"January 2010","Exports","EU-28",301,46,3289,"EU"
2010,"February 2010","Imports","EU-28",301,160,7333,"EU"
2010,"February 2010","Exports","EU-28",301,600,13958,"EU"
2010,"March 2010","Imports","EU-28",301,130,3775,"EU"
2010,"March 2010","Exports","EU-28",301,3706,59449,"EU"
2010,"April 2010","Exports","EU-28",301,10777,147219,"EU"
2010,"May 2010","Imports","EU-28",301,50,2389,"EU"
2010,"May 2010","Exports","EU-28",301,46225,488486,"EU"
2010,"June 2010","Exports","EU-28",301,23987,918575,"EU"
2010,"July 2010","Imports","EU-28",301,70,2312,"EU"
2010,"July 2010","Exports","EU-28",301,4685,157919,"EU"
2010,"August 2010","Exports","EU-28",301,6728,322971,"EU"
2010,"September 2010","Exports","EU-28",301,8302,248121,"EU"
2010,"October 2010","Exports","EU-28",301,17605,656943,"EU"
2010,"November 2010","Exports","EU-28",301,3461,105765,"EU"
2011,"January 2011","Exports","EU-28",301,291,94962,"EU"
2011,"February 2011","Exports","EU-28",301,48,4615,"EU"
2011,"March 2011","Exports","EU-28",301,41,4761,"EU"
2011,"April 2011","Exports","EU-28",301,1552,174675,"EU"
2011,"May 2011","Exports","EU-28",301,17838,288964,"EU"
2011,"June 2011","Exports","EU-28",301,22487,1216170,"EU"
2011,"July 2011","Exports","EU-28",301,4766,241205,"EU"
2011,"August 2011","Exports","EU-28",301,3387,219954,"EU"
2011,"September 2011","Exports","EU-28",301,20521,855041,"EU"
2011,"October 2011","Exports","EU-28",301,24710,775749,"EU"
2011,"November 2011","Exports","EU-28",301,355,16092,"EU"
2011,"December 2011","Exports","EU-28",301,671,28725,"EU"
2012,"January 2012","Exports","EU-28",301,474,18313,"EU"
2012,"February 2012","Exports","EU-28",301,304,10685,"EU"
2012,"March 2012","Exports","EU-28",301,480,14653,"EU"
2012,"April 2012","Exports","EU-28",301,3208,72055,"EU"
2012,"May 2012","Exports","EU-28",301,4783,280304,"EU"
2012,"June 2012","Exports","EU-28",301,31340,1005309,"EU"
2012,"July 2012","Exports","EU-28",301,12144,337126,"EU"
2012,"August 2012","Exports","EU-28",301,6780,58776,"EU"
2012,"September 2012","Exports","EU-28",301,5161,121399,"EU"
2012,"October 2012","Exports","EU-28",301,14063,91161,"EU"
2012,"November 2012","Exports","EU-28",301,9859,50577,"EU"
2012,"December 2012","Exports","EU-28",301,6836,48513,"EU"
2013,"January 2013","Exports","EU-28",301,2946,34272,"EU"
2013,"February 2013","Exports","EU-28",301,30000,73032,"EU"
2013,"March 2013","Exports","EU-28",301,54950,223309,"EU"
2013,"April 2013","Exports","EU-28",301,39966,156864,"EU"
2013,"May 2013","Exports","EU-28",301,15820,238765,"EU"
2013,"June 2013","Exports","EU-28",301,15390,494709,"EU"
2013,"July 2013","Exports","EU-28",301,10076,380445,"EU"
2013,"August 2013","Exports","EU-28",301,6000,37268,"EU"
2013,"September 2013","Exports","EU-28",301,4472,46629,"EU"
2013,"October 2013","Exports","EU-28",301,4084,40176,"EU"
2013,"November 2013","Exports","EU-28",301,14406,108387,"EU"
2013,"December 2013","Exports","EU-28",301,10693,96582,"EU"
2014,"January 2014","Exports","EU-28",301,45,4568,"EU"
2014,"February 2014","Exports","EU-28",301,10083,72419,"EU"
2014,"March 2014","Exports","EU-28",301,8056,54757,"EU"
2014,"April 2014","Exports","EU-28",301,4308,39002,"EU"
2014,"May 2014","Exports","EU-28",301,7047,227748,"EU"
2014,"June 2014","Exports","EU-28",301,6514,311431,"EU"
2014,"July 2014","Exports","EU-28",301,7683,327636,"EU"
2014,"December 2014","Exports","EU-28",301,70,16425,"EU"
2015,"January 2015","Exports","EU-28",301,359,81691,"EU"
2015,"February 2015","Exports","EU-28",301,152,32954,"EU"
2015,"March 2015","Exports","EU-28",301,152,36660,"EU"
2015,"April 2015","Exports","EU-28",301,140,22163,"EU"
2015,"July 2015","Exports","EU-28",301,7360,429539,"EU"
2015,"December 2015","Exports","EU-28",301,346,69767,"EU"
2016,"January 2016","Exports","EU-28",301,240,51572,"EU"
2016,"February 2016","Exports","EU-28",301,200,53786,"EU"
2016,"May 2016","Exports","EU-28",301,18180,402031,"EU"
2016,"June 2016","Exports","EU-28",301,22727,580645,"EU"
2016,"July 2016","Exports","EU-28",301,27867,798788,"EU"
2016,"August 2016","Exports","EU-28",301,3631,146755,"EU"
2016,"September 2016","Exports","EU-28",301,158,112359,"EU"
2016,"October 2016","Exports","EU-28",301,93,35874,"EU"
2016,"November 2016","Exports","EU-28",301,21100,252602,"EU"
2016,"December 2016","Exports","EU-28",301,235,123570,"EU"
2017,"January 2017","Exports","EU-28",301,40,2483,"EU"
2017,"March 2017","Exports","EU-28",301,376,11345,"EU"
2017,"May 2017","Exports","EU-28",301,3353,100494,"EU"
2017,"June 2017","Exports","EU-28",301,26225,790277,"EU"
2017,"July 2017","Exports","EU-28",301,3900,191929,"EU"
2017,"August 2017","Exports","EU-28",301,4700,180843,"EU"
2017,"September 2017","Exports","EU-28",301,1245,59686,"EU"
2017,"December 2017","Exports","EU-28",301,239,10925,"EU"
2018,"February 2018","Exports","EU-28",301,523,18020,"EU"
2018,"March 2018","Exports","EU-28",301,6670,151532,"EU"
2018,"April 2018","Exports","EU-28",301,2149,30137,"EU"
2018,"May 2018","Exports","EU-28",301,31620,295648,"EU"
2018,"June 2018","Exports","EU-28",301,30454,1003096,"EU"
2018,"August 2018","Exports","EU-28",301,1232,56481,"EU"
2018,"September 2018","Exports","EU-28",301,6400,135101,"EU"
2018,"November 2018","Exports","EU-28",301,108,5654,"EU"
2018,"December 2018","Exports","EU-28",301,53,3375,"EU"
2019,"February 2019","Exports","EU-28",301,32,3117,"EU"
2019,"April 2019","Exports","EU-28",301,326,8661,"EU"
2019,"May 2019","Exports","EU-28",301,7400,498784,"EU"
2019,"June 2019","Exports","EU-28",301,7500,485164,"EU"
2019,"July 2019","Exports","EU-28",301,15,1834,"EU"
2019,"August 2019","Exports","EU-28",301,1438,67713,"EU"
2019,"September 2019","Exports","EU-28",301,12560,268030,"EU"
2019,"October 2019","Exports","EU-28",301,24300,305848,"EU"
2019,"November 2019","Exports","EU-28",301,32,2911,"EU"
2019,"December 2019","Imports","EU-28",301,20,2954,"EU"
2019,"December 2019","Exports","EU-28",301,6486,131617,"EU"
2020,"February 2020","Exports","EU-28",301,5,4152,"EU"
2020,"April 2020","Exports","EU-28",301,4875,104294,"EU"
2020,"May 2020","Exports","EU-28",301,40218,970216,"EU"
2020,"June 2020","Exports","EU-28",301,32700,852508,"EU"
2020,"July 2020","Exports","EU-28",301,810,30778,"EU"
2020,"August 2020","Exports","EU-28",301,14635,360306,"EU"
2020,"September 2020","Exports","EU-28",301,26248,532492,"EU"
2020,"October 2020","Exports","EU-28",301,30010,434093,"EU"
2010,"January 2010","Imports","EU-28",302,700,1608,"EU"
2010,"January 2010","Exports","EU-28",302,178873,1311854,"EU"
2010,"February 2010","Exports","EU-28",302,730055,1888707,"EU"
2010,"March 2010","Imports","EU-28",302,700,1579,"EU"
2010,"March 2010","Exports","EU-28",302,274436,2098193,"EU"
2010,"April 2010","Imports","EU-28",302,3500,6645,"EU"
2010,"April 2010","Exports","EU-28",302,257688,1603352,"EU"
2010,"May 2010","Exports","EU-28",302,313712,2192612,"EU"
2010,"June 2010","Exports","EU-28",302,332802,2249233,"EU"
2010,"July 2010","Exports","EU-28",302,513799,3708865,"EU"
2010,"August 2010","Exports","EU-28",302,437793,2887090,"EU"
2010,"September 2010","Imports","EU-28",302,4600,9834,"EU"
2010,"September 2010","Exports","EU-28",302,487514,3365575,"EU"
2010,"October 2010","Imports","EU-28",302,23800,55876,"EU"
2010,"October 2010","Exports","EU-28",302,589423,4297405,"EU"
2010,"November 2010","Imports","EU-28",302,9090,22377,"EU"
2010,"November 2010","Exports","EU-28",302,629377,3963793,"EU"
2010,"December 2010","Imports","EU-28",302,3220,9652,"EU"
2010,"December 2010","Exports","EU-28",302,896212,5417749,"EU"
2011,"January 2011","Imports","EU-28",302,9440,21188,"EU"
2011,"January 2011","Exports","EU-28",302,308349,2224264,"EU"
2011,"February 2011","Imports","EU-28",302,13620,34501,"EU"
2011,"February 2011","Exports","EU-28",302,277068,2235912,"EU"
2011,"March 2011","Imports","EU-28",302,15692,42595,"EU"
2011,"March 2011","Exports","EU-28",302,481041,3370058,"EU"
2011,"April 2011","Imports","EU-28",302,9400,25687,"EU"
2011,"April 2011","Exports","EU-28",302,369942,2619099,"EU"
2011,"May 2011","Exports","EU-28",302,391746,2679378,"EU"
2011,"June 2011","Exports","EU-28",302,319408,2346530,"EU"
2011,"July 2011","Exports","EU-28",302,272012,2074156,"EU"
2011,"August 2011","Exports","EU-28",302,192550,1634711,"EU"
2011,"September 2011","Imports","EU-28",302,600,1402,"EU"
2011,"September 2011","Exports","EU-28",302,238387,2052905,"EU"
2011,"October 2011","Imports","EU-28",302,7536,54506,"EU"
2011,"October 2011","Exports","EU-28",302,234707,1819045,"EU"
2011,"November 2011","Exports","EU-28",302,673108,3590627,"EU"
2011,"December 2011","Imports","EU-28",302,1423,1683,"EU"
2011,"December 2011","Exports","EU-28",302,616515,3547865,"EU"
2012,"January 2012","Exports","EU-28",302,167752,1272589,"EU"
2012,"February 2012","Imports","EU-28",302,2050,4576,"EU"
2012,"February 2012","Exports","EU-28",302,296013,2108095,"EU"
2012,"March 2012","Imports","EU-28",302,3400,13342,"EU"
2012,"March 2012","Exports","EU-28",302,434008,2631053,"EU"
2012,"April 2012","Exports","EU-28",302,413884,2460403,"EU"
2012,"May 2012","Imports","EU-28",302,522,2857,"EU"
2012,"May 2012","Exports","EU-28",302,286548,1897583,"EU"
2012,"June 2012","Imports","EU-28",302,3700,17228,"EU"
2012,"June 2012","Exports","EU-28",302,301772,2014676,"EU"
2012,"July 2012","Exports","EU-28",302,302229,1966388,"EU"
2012,"August 2012","Imports","EU-28",302,1520,3085,"EU"
2012,"August 2012","Exports","EU-28",302,335347,2199508,"EU"
2012,"September 2012","Imports","EU-28",302,5900,9861,"EU"
2012,"September 2012","Exports","EU-28",302,572402,4002738,"EU"
2012,"October 2012","Imports","EU-28",302,19840,40100,"EU"
2012,"October 2012","Exports","EU-28",302,488613,2809761,"EU"
2012,"November 2012","Imports","EU-28",302,26010,56816,"EU"
2012,"November 2012","Exports","EU-28",302,1489542,6509295,"EU"
2012,"December 2012","Imports","EU-28",302,6311,12917,"EU"
2012,"December 2012","Exports","EU-28",302,1579459,7225266,"EU"
2013,"January 2013","Imports","EU-28",302,4000,10630,"EU"
2013,"January 2013","Exports","EU-28",302,560877,3080968,"EU"
2013,"February 2013","Imports","EU-28",302,830,2218,"EU"
2013,"February 2013","Exports","EU-28",302,517876,3264668,"EU"
2013,"March 2013","Imports","EU-28",302,480,1245,"EU"
2013,"March 2013","Exports","EU-28",302,496469,3037398,"EU"
2013,"April 2013","Imports","EU-28",302,500,1303,"EU"
2013,"April 2013","Exports","EU-28",302,588204,3116590,"EU"
2013,"May 2013","Exports","EU-28",302,343659,2381401,"EU"
2013,"June 2013","Imports","EU-28",302,810,2243,"EU"
2013,"June 2013","Exports","EU-28",302,315618,2272008,"EU"
2013,"July 2013","Imports","EU-28",302,3160,8272,"EU"
2013,"July 2013","Exports","EU-28",302,335001,2217493,"EU"
2013,"August 2013","Imports","EU-28",302,800,1917,"EU"
2013,"August 2013","Exports","EU-28",302,365325,2195956,"EU"
2013,"September 2013","Imports","EU-28",302,1887,9643,"EU"
2013,"September 2013","Exports","EU-28",302,307270,1998324,"EU"
2013,"October 2013","Imports","EU-28",302,1500,6136,"EU"
2013,"October 2013","Exports","EU-28",302,247714,1782720,"EU"
2013,"November 2013","Imports","EU-28",302,460,1210,"EU"
2013,"November 2013","Exports","EU-28",302,824138,4648068,"EU"
2013,"December 2013","Imports","EU-28",302,9265,20495,"EU"
2013,"December 2013","Exports","EU-28",302,670416,3991146,"EU"
2014,"January 2014","Exports","EU-28",302,189776,1388698,"EU"
2014,"February 2014","Imports","EU-28",302,400,2173,"EU"
2014,"February 2014","Exports","EU-28",302,86781,912656,"EU"
2014,"March 2014","Imports","EU-28",302,3494,10045,"EU"
2014,"March 2014","Exports","EU-28",302,119310,950380,"EU"
2014,"April 2014","Exports","EU-28",302,283812,1328735,"EU"
2014,"May 2014","Imports","EU-28",302,1100,7921,"EU"
2014,"May 2014","Exports","EU-28",302,78511,863963,"EU"
2014,"June 2014","Imports","EU-28",302,3300,10553,"EU"
2014,"June 2014","Exports","EU-28",302,129639,1125067,"EU"
2014,"July 2014","Imports","EU-28",302,440,1072,"EU"
2014,"July 2014","Exports","EU-28",302,96206,904340,"EU"
2014,"August 2014","Imports","EU-28",302,880,1523,"EU"
2014,"August 2014","Exports","EU-28",302,10817,134101,"EU"
2014,"September 2014","Imports","EU-28",302,1310,3575,"EU"
2014,"September 2014","Exports","EU-28",302,17439,229478,"EU"
2014,"October 2014","Imports","EU-28",302,10060,49312,"EU"
2014,"October 2014","Exports","EU-28",302,17604,155362,"EU"
2014,"November 2014","Imports","EU-28",302,680,4085,"EU"
2014,"December 2014","Imports","EU-28",302,2776,9804,"EU"
2015,"March 2015","Exports","EU-28",302,5,59,"EU"
2015,"April 2015","Exports","EU-28",302,63,18256,"EU"
2015,"May 2015","Imports","EU-28",302,1100,7574,"EU"
2015,"June 2015","Imports","EU-28",302,50,364,"EU"
2015,"June 2015","Exports","EU-28",302,30,5678,"EU"
2015,"July 2015","Imports","EU-28",302,8160,9524,"EU"
2015,"July 2015","Exports","EU-28",302,12,517,"EU"
2015,"August 2015","Exports","EU-28",302,23,175,"EU"
2015,"September 2015","Imports","EU-28",302,2970,5616,"EU"
2015,"September 2015","Exports","EU-28",302,14,616,"EU"
2015,"October 2015","Imports","EU-28",302,17006,41014,"EU"
2015,"October 2015","Exports","EU-28",302,41,745,"EU"
2015,"November 2015","Imports","EU-28",302,1150,4144,"EU"
2015,"November 2015","Exports","EU-28",302,118,758,"EU"
2015,"December 2015","Imports","EU-28",302,4625,14211,"EU"
2016,"January 2016","Imports","EU-28",302,100,652,"EU"
2016,"February 2016","Imports","EU-28",302,1930,11709,"EU"
2016,"April 2016","Imports","EU-28",302,700,4280,"EU"
